Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,AI Usage Segment,GPA Change,Risk Profile
100026,Arts,Senior,3.308,2.38,Ideation,Advanced,4,True,11.33,2,Actively_Encouraged,2,4.0,81.85,High,Light User (0-5 jam/minggu),0.6920000000000002,Risiko Tinggi - Well-being
100027,STEM,Sophomore,3.338,18.62,Debugging/Troubleshooting,Advanced,5,True,14.29,6,Allowed_With_Citation,2,3.822,82.36,Medium,Heavy User (>15 jam/minggu),0.484,Risiko Rendah / Normal
100028,Business,Junior,3.302,23.96,Ideation,Intermediate,2,True,6.54,5,Allowed_With_Citation,1,3.487,67.74,High,Heavy User (>15 jam/minggu),0.185,Risiko Tinggi - Well-being
100029,Business,Freshman,3.282,0.68,Ideation,Beginner,1,False,17.89,1,Actively_Encouraged,4,3.088,74.67,Low,Light User (0-5 jam/minggu),-0.1939999999999999,Risiko Rendah / Normal
100030,STEM,Sophomore,3.638,12.83,Debugging/Troubleshooting,Advanced,4,True,10.25,5,Allowed_With_Citation,4,4.0,61.29,Medium,Moderate User (5-15 jam/minggu),0.3620000000000001,Risiko Rendah / Normal
100031,Business,Senior,3.731,1.26,Direct_Answer_Generation,Intermediate,4,True,16.16,2,Allowed_With_Citation,6,3.989,88.44,Low,Light User (0-5 jam/minggu),0.258,Risiko Rendah / Normal
100032,STEM,Sophomore,1.449,0.72,Debugging/Troubleshooting,Intermediate,2,False,11.77,5,Allowed_With_Citation,5,1.342,56.81,Medium,Light User (0-5 jam/minggu),-0.1069999999999999,Risiko Rendah / Normal
100033,STEM,Graduate,2.856,1.27,Direct_Answer_Generation,Advanced,3,False,16.16,3,Allowed_With_Citation,5,3.276,74.03,Medium,Light User (0-5 jam/minggu),0.4199999999999999,Risiko Rendah / Normal
100034,Medical,Senior,3.148,5.56,Summarizing_Reading,Intermediate,5,False,9.89,2,Allowed_With_Citation,1,3.335,89.14,Medium,Moderate User (5-15 jam/minggu),0.1869999999999998,Risiko Rendah / Normal
100035,Medical,Graduate,3.12,19.92,Summarizing_Reading,Beginner,2,True,1.0,7,Allowed_With_Citation,3,3.207,67.2,High,Heavy User (>15 jam/minggu),0.0869999999999997,Risiko Tinggi - Dependency dan Burnout
100036,Arts,Sophomore,3.632,1.17,Direct_Answer_Generation,Intermediate,4,True,3.67,2,Strict_Ban,5,3.553,55.89,High,Light User (0-5 jam/minggu),-0.0790000000000001,Risiko Tinggi - Well-being
100037,Humanities,Freshman,3.303,0.29,Copywriting/Drafting,Advanced,3,False,7.46,1,Allowed_With_Citation,5,3.145,75.11,Low,Light User (0-5 jam/minggu),-0.1579999999999999,Risiko Rendah / Normal
100038,STEM,Junior,3.671,16.77,Debugging/Troubleshooting,Intermediate,3,True,1.0,5,Allowed_With_Citation,4,3.636,96.68,Low,Heavy User (>15 jam/minggu),-0.0349999999999997,Risiko Rendah / Normal
100039,Business,Sophomore,2.403,1.58,Ideation,Intermediate,4,True,13.34,1,Allowed_With_Citation,5,2.365,74.3,High,Light User (0-5 jam/minggu),-0.0379999999999998,Risiko Tinggi - Well-being
100040,Humanities,Junior,3.086,4.19,Debugging/Troubleshooting,Intermediate,3,False,10.81,2,Actively_Encouraged,2,3.452,92.44,Medium,Light User (0-5 jam/minggu),0.3660000000000001,Risiko Rendah / Normal
100041,STEM,Senior,2.31,7.17,Debugging/Troubleshooting,Advanced,3,True,8.95,5,Allowed_With_Citation,8,2.686,84.71,Medium,Moderate User (5-15 jam/minggu),0.3759999999999999,Risiko Tinggi - Well-being
100042,Humanities,Senior,3.539,0.41,Summarizing_Reading,Beginner,3,True,11.3,1,Allowed_With_Citation,5,3.812,72.05,Low,Light User (0-5 jam/minggu),0.2729999999999997,Risiko Rendah / Normal
100043,STEM,Freshman,3.777,8.06,Debugging/Troubleshooting,Beginner,3,False,8.42,3,Allowed_With_Citation,4,3.909,68.22,Medium,Moderate User (5-15 jam/minggu),0.1319999999999996,Risiko Rendah / Normal
100044,Medical,Senior,3.048,4.67,Summarizing_Reading,Beginner,3,False,8.21,4,Strict_Ban,4,3.277,79.79,Medium,Light User (0-5 jam/minggu),0.2290000000000001,Risiko Rendah / Normal
100045,STEM,Junior,3.013,14.47,Debugging/Troubleshooting,Intermediate,3,False,9.36,4,Allowed_With_Citation,7,3.447,62.75,Low,Moderate User (5-15 jam/minggu),0.4340000000000001,Risiko Rendah / Normal
100046,Business,Junior,3.503,6.34,Ideation,Intermediate,2,False,21.22,2,Strict_Ban,5,3.942,99.25,Low,Moderate User (5-15 jam/minggu),0.439,Risiko Rendah / Normal
100047,Humanities,Sophomore,3.842,6.26,Copywriting/Drafting,Intermediate,1,False,11.84,4,Allowed_With_Citation,3,4.0,76.67,Medium,Moderate User (5-15 jam/minggu),0.1579999999999999,Risiko Rendah / Normal
100048,Business,Junior,3.511,8.04,Direct_Answer_Generation,Beginner,2,True,10.5,2,Actively_Encouraged,3,3.567,86.73,Medium,Moderate User (5-15 jam/minggu),0.056,Risiko Rendah / Normal
100049,Business,Senior,2.645,8.78,Ideation,Intermediate,3,False,5.97,1,Strict_Ban,3,2.884,87.51,High,Moderate User (5-15 jam/minggu),0.2389999999999998,Risiko Tinggi - Well-being
100050,STEM,Senior,3.115,13.39,Summarizing_Reading,Intermediate,2,True,20.87,5,Allowed_With_Citation,4,3.644,83.76,Medium,Moderate User (5-15 jam/minggu),0.5289999999999999,Risiko Rendah / Normal
100051,Medical,Sophomore,3.577,11.13,Summarizing_Reading,Advanced,4,True,15.85,3,Strict_Ban,6,4.0,61.2,High,Moderate User (5-15 jam/minggu),0.423,Risiko Tinggi - Well-being
100052,Arts,Senior,2.433,11.16,Debugging/Troubleshooting,Beginner,2,True,12.82,6,Actively_Encouraged,5,2.903,69.95,High,Moderate User (5-15 jam/minggu),0.4700000000000002,Risiko Tinggi - Well-being
100053,Medical,Sophomore,2.958,11.36,Summarizing_Reading,Intermediate,3,True,9.52,5,Allowed_With_Citation,6,3.155,59.46,Low,Moderate User (5-15 jam/minggu),0.1969999999999996,Risiko Rendah / Normal
100054,Medical,Senior,3.732,0.88,Ideation,Intermediate,4,True,12.87,4,Allowed_With_Citation,1,3.885,79.82,Medium,Light User (0-5 jam/minggu),0.1529999999999995,Risiko Rendah / Normal
100055,Business,Junior,3.148,0.16,Summarizing_Reading,Beginner,1,False,15.1,2,Allowed_With_Citation,5,3.393,62.77,Medium,Light User (0-5 jam/minggu),0.2449999999999996,Risiko Rendah / Normal
100056,Medical,Senior,3.429,20.48,Direct_Answer_Generation,Beginner,2,True,4.24,6,Actively_Encouraged,2,3.521,63.38,High,Heavy User (>15 jam/minggu),0.092,Risiko Tinggi - Well-being
100057,STEM,Junior,3.837,2.23,Ideation,Advanced,4,True,14.06,4,Strict_Ban,4,3.988,60.88,Medium,Light User (0-5 jam/minggu),0.1509999999999998,Risiko Rendah / Normal
100058,STEM,Sophomore,3.249,9.77,Ideation,Advanced,3,True,17.42,4,Allowed_With_Citation,4,3.342,80.19,Medium,Moderate User (5-15 jam/minggu),0.0929999999999999,Risiko Rendah / Normal
100059,STEM,Junior,3.015,2.7,Debugging/Troubleshooting,Beginner,2,False,18.28,3,Allowed_With_Citation,4,3.394,83.39,Medium,Light User (0-5 jam/minggu),0.379,Risiko Rendah / Normal
100060,Humanities,Sophomore,3.167,14.92,Summarizing_Reading,Beginner,2,False,10.74,2,Strict_Ban,8,3.518,70.28,Medium,Moderate User (5-15 jam/minggu),0.351,Risiko Tinggi - Well-being
100061,Humanities,Sophomore,3.697,6.6,Ideation,Advanced,3,False,10.29,4,Strict_Ban,5,3.914,77.49,Low,Moderate User (5-15 jam/minggu),0.217,Risiko Rendah / Normal
100062,STEM,Freshman,3.463,2.47,Debugging/Troubleshooting,Intermediate,3,False,8.94,1,Allowed_With_Citation,1,3.665,60.08,Medium,Light User (0-5 jam/minggu),0.2019999999999999,Risiko Rendah / Normal
100063,Arts,Senior,2.164,17.37,Copywriting/Drafting,Beginner,1,False,10.06,6,Strict_Ban,5,2.339,77.44,High,Heavy User (>15 jam/minggu),0.1749999999999998,Risiko Tinggi - Well-being
100064,Humanities,Freshman,2.771,7.02,Copywriting/Drafting,Intermediate,4,False,13.18,2,Allowed_With_Citation,3,2.896,57.43,Low,Moderate User (5-15 jam/minggu),0.125,Risiko Rendah / Normal
100065,STEM,Graduate,3.569,8.2,Ideation,Intermediate,1,False,17.15,2,Actively_Encouraged,4,3.922,75.58,Low,Moderate User (5-15 jam/minggu),0.3530000000000002,Risiko Rendah / Normal
100066,Business,Freshman,3.074,0.65,Ideation,Intermediate,3,True,14.09,3,Actively_Encouraged,5,3.416,80.16,Medium,Light User (0-5 jam/minggu),0.3420000000000001,Risiko Rendah / Normal
100067,STEM,Graduate,3.329,6.73,Debugging/Troubleshooting,Intermediate,4,True,15.32,3,Allowed_With_Citation,2,3.702,80.75,Medium,Moderate User (5-15 jam/minggu),0.3729999999999998,Risiko Rendah / Normal
100068,Arts,Graduate,3.606,1.1,Ideation,Beginner,2,False,17.55,2,Strict_Ban,3,3.758,60.58,Medium,Light User (0-5 jam/minggu),0.1520000000000001,Risiko Rendah / Normal
100069,STEM,Sophomore,3.645,16.74,Direct_Answer_Generation,Advanced,3,True,6.48,4,Allowed_With_Citation,2,3.879,78.14,High,Heavy User (>15 jam/minggu),0.2339999999999999,Risiko Tinggi - Well-being
100070,Medical,Graduate,2.838,9.62,Copywriting/Drafting,Beginner,1,True,7.64,5,Allowed_With_Citation,5,2.951,65.48,Low,Moderate User (5-15 jam/minggu),0.1129999999999999,Risiko Rendah / Normal
100071,Arts,Graduate,3.047,18.86,Direct_Answer_Generation,Beginner,1,True,13.19,6,Allowed_With_Citation,7,3.295,53.65,High,Heavy User (>15 jam/minggu),0.2479999999999997,Risiko Tinggi - Well-being
100072,STEM,Freshman,3.117,13.89,Copywriting/Drafting,Beginner,2,False,9.7,8,Allowed_With_Citation,6,3.326,45.39,Medium,Moderate User (5-15 jam/minggu),0.209,Risiko Sedang - Dependency
100073,STEM,Graduate,3.251,9.97,Debugging/Troubleshooting,Advanced,3,False,6.39,3,Actively_Encouraged,5,3.687,80.79,Low,Moderate User (5-15 jam/minggu),0.4359999999999999,Risiko Rendah / Normal
100074,Arts,Freshman,2.579,8.72,Ideation,Advanced,3,False,14.07,4,Allowed_With_Citation,3,2.962,63.96,Low,Moderate User (5-15 jam/minggu),0.383,Risiko Rendah / Normal
100075,Business,Freshman,2.919,2.08,Direct_Answer_Generation,Beginner,1,False,19.29,5,Allowed_With_Citation,3,3.389,58.03,Low,Light User (0-5 jam/minggu),0.4699999999999997,Risiko Rendah / Normal
100076,Business,Junior,2.023,5.4,Copywriting/Drafting,Beginner,2,False,13.8,2,Allowed_With_Citation,5,2.468,72.32,Medium,Moderate User (5-15 jam/minggu),0.4449999999999998,Risiko Rendah / Normal
100077,Arts,Freshman,2.494,7.29,Copywriting/Drafting,Beginner,3,False,6.21,1,Allowed_With_Citation,7,2.393,78.1,Low,Moderate User (5-15 jam/minggu),-0.1010000000000004,Risiko Rendah / Normal
100078,STEM,Freshman,3.631,0.9,Debugging/Troubleshooting,Advanced,4,True,11.39,1,Allowed_With_Citation,2,3.969,85.55,Low,Light User (0-5 jam/minggu),0.3380000000000001,Risiko Rendah / Normal
100079,Humanities,Graduate,2.659,8.84,Copywriting/Drafting,Intermediate,2,False,16.3,1,Allowed_With_Citation,8,3.21,77.88,High,Moderate User (5-15 jam/minggu),0.5510000000000002,Risiko Tinggi - Well-being
100080,STEM,Graduate,2.862,5.01,Summarizing_Reading,Beginner,3,True,14.7,2,Allowed_With_Citation,1,3.293,76.51,Medium,Moderate User (5-15 jam/minggu),0.431,Risiko Rendah / Normal
100081,Arts,Senior,3.274,2.79,Copywriting/Drafting,Beginner,2,True,1.96,2,Allowed_With_Citation,1,3.195,69.29,Low,Light User (0-5 jam/minggu),-0.0790000000000001,Risiko Rendah / Normal
100082,Business,Junior,3.332,8.53,Direct_Answer_Generation,Beginner,2,False,12.93,4,Strict_Ban,2,3.421,64.26,Low,Moderate User (5-15 jam/minggu),0.0889999999999999,Risiko Rendah / Normal
100083,Humanities,Graduate,3.221,13.97,Summarizing_Reading,Beginner,1,False,4.38,4,Actively_Encouraged,4,3.418,75.13,Medium,Moderate User (5-15 jam/minggu),0.197,Risiko Rendah / Normal
100084,STEM,Freshman,3.414,3.7,Debugging/Troubleshooting,Intermediate,4,False,17.94,2,Allowed_With_Citation,2,3.691,73.6,Medium,Light User (0-5 jam/minggu),0.2769999999999997,Risiko Rendah / Normal
100085,Humanities,Graduate,2.132,8.18,Direct_Answer_Generation,Advanced,4,False,12.32,4,Actively_Encouraged,3,2.354,65.13,Low,Moderate User (5-15 jam/minggu),0.2219999999999999,Risiko Rendah / Normal
100086,Humanities,Sophomore,3.106,8.23,Debugging/Troubleshooting,Intermediate,3,False,18.91,3,Strict_Ban,3,3.334,81.48,Medium,Moderate User (5-15 jam/minggu),0.2280000000000002,Risiko Rendah / Normal
100087,Business,Graduate,3.033,9.65,Ideation,Intermediate,5,True,2.81,2,Strict_Ban,5,3.216,93.82,High,Moderate User (5-15 jam/minggu),0.1830000000000002,Risiko Tinggi - Well-being
100088,Business,Senior,2.549,13.19,Ideation,Beginner,2,True,11.21,6,Allowed_With_Citation,5,2.855,59.64,Medium,Moderate User (5-15 jam/minggu),0.306,Risiko Rendah / Normal
100090,Humanities,Graduate,3.544,34.0,Debugging/Troubleshooting,Beginner,2,False,8.67,6,Actively_Encouraged,1,3.795,68.8,High,Heavy User (>15 jam/minggu),0.2509999999999999,Risiko Tinggi - Well-being
100091,STEM,Graduate,2.291,7.91,Debugging/Troubleshooting,Intermediate,5,False,14.46,3,Actively_Encouraged,6,2.75,55.09,Medium,Moderate User (5-15 jam/minggu),0.4590000000000001,Risiko Rendah / Normal
100092,Business,Junior,2.592,5.87,Copywriting/Drafting,Intermediate,5,True,8.39,3,Strict_Ban,2,3.139,65.99,High,Moderate User (5-15 jam/minggu),0.5469999999999997,Risiko Tinggi - Well-being
100093,Arts,Senior,2.561,0.16,Debugging/Troubleshooting,Intermediate,5,False,14.86,3,Allowed_With_Citation,1,2.887,68.77,Low,Light User (0-5 jam/minggu),0.326,Risiko Rendah / Normal
100094,Business,Senior,2.778,12.92,Direct_Answer_Generation,Intermediate,2,True,9.91,7,Actively_Encouraged,8,3.17,74.32,Medium,Moderate User (5-15 jam/minggu),0.3919999999999999,Risiko Tinggi - Well-being
100095,Arts,Freshman,3.099,21.32,Summarizing_Reading,Beginner,2,True,12.78,3,Allowed_With_Citation,4,3.378,76.16,Medium,Heavy User (>15 jam/minggu),0.2789999999999999,Risiko Rendah / Normal
100096,Humanities,Senior,3.773,5.21,Copywriting/Drafting,Beginner,1,False,11.81,1,Allowed_With_Citation,3,3.873,59.56,High,Moderate User (5-15 jam/minggu),0.1,Risiko Tinggi - Well-being
100097,Business,Freshman,2.907,3.32,Direct_Answer_Generation,Intermediate,2,False,8.4,2,Actively_Encouraged,5,2.993,71.8,Medium,Light User (0-5 jam/minggu),0.0859999999999998,Risiko Rendah / Normal
100098,Humanities,Graduate,2.292,3.02,Copywriting/Drafting,Beginner,2,False,9.14,2,Allowed_With_Citation,3,2.918,66.73,Medium,Light User (0-5 jam/minggu),0.6260000000000003,Risiko Rendah / Normal
100099,STEM,Freshman,2.016,28.71,Debugging/Troubleshooting,Advanced,5,True,5.64,6,Allowed_With_Citation,4,2.473,55.74,Medium,Heavy User (>15 jam/minggu),0.4569999999999998,Risiko Rendah / Normal
100100,STEM,Graduate,2.661,11.3,Direct_Answer_Generation,Advanced,3,False,11.04,6,Allowed_With_Citation,2,2.754,98.76,High,Moderate User (5-15 jam/minggu),0.0929999999999999,Risiko Tinggi - Well-being
100101,STEM,Sophomore,3.612,25.83,Debugging/Troubleshooting,Intermediate,3,True,10.46,7,Allowed_With_Citation,6,3.715,62.3,High,Heavy User (>15 jam/minggu),0.1029999999999997,Risiko Tinggi - Dependency dan Burnout
100102,Business,Freshman,2.038,8.9,Debugging/Troubleshooting,Intermediate,3,True,13.27,6,Strict_Ban,4,1.942,55.12,Medium,Moderate User (5-15 jam/minggu),-0.0959999999999998,Risiko Rendah / Normal
100103,Humanities,Graduate,3.786,3.32,Copywriting/Drafting,Beginner,2,True,10.21,5,Allowed_With_Citation,2,4.0,56.37,Medium,Light User (0-5 jam/minggu),0.2139999999999999,Risiko Rendah / Normal
100104,Business,Freshman,3.204,4.77,Debugging/Troubleshooting,Intermediate,2,False,13.78,2,Allowed_With_Citation,4,3.348,85.52,Low,Light User (0-5 jam/minggu),0.1439999999999996,Risiko Rendah / Normal
100105,Medical,Junior,2.076,5.72,Copywriting/Drafting,Intermediate,2,True,13.43,2,Actively_Encouraged,2,2.307,63.93,Medium,Moderate User (5-15 jam/minggu),0.2309999999999998,Risiko Rendah / Normal
100106,STEM,Senior,2.972,9.6,Debugging/Troubleshooting,Intermediate,3,True,8.86,3,Allowed_With_Citation,1,3.234,87.33,Medium,Moderate User (5-15 jam/minggu),0.262,Risiko Rendah / Normal
100107,Humanities,Sophomore,2.728,6.37,Copywriting/Drafting,Advanced,3,True,9.82,2,Strict_Ban,1,2.869,84.71,Low,Moderate User (5-15 jam/minggu),0.141,Risiko Rendah / Normal
100108,Arts,Junior,2.133,4.33,Direct_Answer_Generation,Beginner,1,False,11.66,2,Strict_Ban,4,2.468,72.83,Low,Light User (0-5 jam/minggu),0.3349999999999999,Risiko Rendah / Normal
100109,STEM,Senior,2.926,0.43,Copywriting/Drafting,Intermediate,4,False,19.85,3,Allowed_With_Citation,1,3.321,94.36,Low,Light User (0-5 jam/minggu),0.395,Risiko Rendah / Normal
100110,STEM,Graduate,2.379,10.28,Ideation,Advanced,4,False,21.84,4,Allowed_With_Citation,2,3.09,96.15,Low,Moderate User (5-15 jam/minggu),0.7109999999999999,Risiko Rendah / Normal
100111,STEM,Freshman,3.866,7.54,Debugging/Troubleshooting,Beginner,1,False,5.89,2,Strict_Ban,4,4.0,53.65,Low,Moderate User (5-15 jam/minggu),0.1339999999999999,Risiko Rendah / Normal
100112,STEM,Freshman,3.203,12.06,Ideation,Beginner,3,True,10.76,6,Allowed_With_Citation,6,3.257,82.36,Medium,Moderate User (5-15 jam/minggu),0.0540000000000002,Risiko Rendah / Normal
100113,Medical,Junior,3.501,9.86,Ideation,Intermediate,2,False,10.92,5,Allowed_With_Citation,3,3.839,85.42,Low,Moderate User (5-15 jam/minggu),0.3380000000000001,Risiko Rendah / Normal
100114,Arts,Sophomore,3.151,2.86,Copywriting/Drafting,Beginner,1,True,8.7,4,Allowed_With_Citation,1,3.176,66.09,Low,Light User (0-5 jam/minggu),0.0250000000000003,Risiko Rendah / Normal
100115,Business,Sophomore,3.784,2.61,Ideation,Advanced,5,False,17.37,1,Allowed_With_Citation,3,4.0,83.06,Low,Light User (0-5 jam/minggu),0.2160000000000002,Risiko Rendah / Normal
100116,Medical,Sophomore,3.242,1.25,Ideation,Beginner,3,False,8.2,2,Allowed_With_Citation,3,3.705,78.83,Medium,Light User (0-5 jam/minggu),0.4630000000000001,Risiko Rendah / Normal
100117,Arts,Junior,2.845,5.45,Summarizing_Reading,Advanced,3,True,13.36,3,Actively_Encouraged,4,3.213,61.45,Low,Moderate User (5-15 jam/minggu),0.3679999999999999,Risiko Rendah / Normal
100118,STEM,Graduate,3.915,0.73,Debugging/Troubleshooting,Intermediate,2,False,14.34,1,Strict_Ban,6,4.0,62.09,Low,Light User (0-5 jam/minggu),0.0849999999999999,Risiko Rendah / Normal
100119,Medical,Freshman,2.67,27.9,Summarizing_Reading,Beginner,2,False,3.85,7,Allowed_With_Citation,5,2.602,62.97,Medium,Heavy User (>15 jam/minggu),-0.068,Risiko Sedang - Dependency
100120,Business,Freshman,2.074,0.9,Ideation,Advanced,5,True,14.29,1,Allowed_With_Citation,3,2.217,69.58,Low,Light User (0-5 jam/minggu),0.1430000000000002,Risiko Rendah / Normal
100121,Arts,Senior,1.845,3.58,Ideation,Intermediate,4,False,13.55,3,Allowed_With_Citation,2,2.293,63.51,Medium,Light User (0-5 jam/minggu),0.4480000000000002,Risiko Rendah / Normal
100122,Medical,Freshman,3.667,0.51,Direct_Answer_Generation,Beginner,2,False,18.15,4,Actively_Encouraged,9,3.99,69.49,Low,Light User (0-5 jam/minggu),0.3230000000000004,Risiko Tinggi - Well-being
100123,Humanities,Senior,3.684,18.48,Copywriting/Drafting,Beginner,1,False,15.63,4,Allowed_With_Citation,4,4.0,88.85,Medium,Heavy User (>15 jam/minggu),0.3159999999999998,Risiko Rendah / Normal
100124,STEM,Sophomore,3.856,3.16,Ideation,Advanced,3,True,6.88,5,Actively_Encouraged,6,4.0,93.35,Medium,Light User (0-5 jam/minggu),0.1440000000000001,Risiko Rendah / Normal
100125,STEM,Sophomore,3.446,40.0,Summarizing_Reading,Intermediate,4,False,7.47,10,Actively_Encouraged,2,3.441,76.67,High,Heavy User (>15 jam/minggu),-0.0050000000000003,Risiko Tinggi - Dependency dan Burnout
100126,Humanities,Sophomore,3.086,18.06,Debugging/Troubleshooting,Beginner,2,False,7.85,7,Actively_Encouraged,8,3.137,86.56,Medium,Heavy User (>15 jam/minggu),0.0510000000000001,Risiko Tinggi - Well-being
100127,Arts,Sophomore,2.461,5.4,Direct_Answer_Generation,Intermediate,2,False,11.48,4,Allowed_With_Citation,2,2.574,96.82,Low,Moderate User (5-15 jam/minggu),0.1129999999999999,Risiko Rendah / Normal
100128,Arts,Senior,3.887,23.63,Ideation,Beginner,2,True,17.8,7,Strict_Ban,9,4.0,76.58,Medium,Heavy User (>15 jam/minggu),0.1129999999999999,Risiko Tinggi - Well-being
